ANNOSCOLASTICO,AREAGEOGRAFICA,REGIONE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,CAPSCUOLA,CODICECOMUNESCUOLA,DESCRIZIONECOMUNE,DESCRIZIONECARATTERISTICASCUOLA,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,INDICAZIONESEDEDIRETTIVO,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,SITOWEBSCUOLA,SEDESCOLASTICA
202425,CENTRO,LAZIO,FROSINONE,FRIC81100G,I.C. RIPI,FRMM81102N,"S.M. ""G. MARINI"" TORRICE",VIA UMBERTO PRIMO,03020,L290,TORRICE,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,FRIC81100G@istruzione.it,Non Disponibile,www.ICRIPI.GOV.IT,NO
202425,CENTRO,LAZIO,ROMA,RMIC89900T,IC ALBERTO MANZI-GUIDONIA,RMAA89901P,GUIDONIA MONTECELIO - VILLALBA,VIA RIETI,00012,E263,GUIDONIA MONTECELIO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC89900T@istruzione.it,Non Disponibile,www.istitutocomprensivoalbertomanzi.edu.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC82000A,ISTITUTO OMNICOMPRENSIVO ALVITO,FRAA820039,S.DONATO V.C. CAPOLUOGO,PIAZZA G.MARCONI,03046,H824,SAN DONATO VAL DI COMINO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,FRIC82000A@istruzione.it,Non Disponibile,www.omnicomprensivoalvito.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8EY00G,VIA LUCA GHINI,RMEE8EY04R,P. R. PIROTTA,VIA P.R.PIROTTA 95/A,00171,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.iclucaghini.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8DY001,"IC ""CARAVAGGIO""",RMMM8DY012,SMS GHIRLANDAIO,VIA DEL GHIRLANDAIO,00055,M212,LADISPOLI,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC8DY001@istruzione.it,Non Disponibile,www.istitutocomprensivoladispoli3.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8GN009,IC VIA BARBARANELLI,RMEE8GN01B,IC CIVITAVECCHIA II A DE CURTIS,VIA ALGA,00053,C773,CIVITAVECCHIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8GN009@istruzione.it,Non Disponibile,www.flavionisms.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8AQ00N,LEONIDA MONTANARI,RMIC8AQ00N,LEONIDA MONTANARI,VIA C. BATTISTI 14,00040,H404,ROCCA DI PAPA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,RMIC8AQ00N@istruzione.it,rmic8aq00n@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,ROMA,RMIC80600V,ISTITUTO COMPRENSIVO VIRGILIO,RMEE806044,GRILLI,PIAZZA A.GARIBALDI,00186,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC80600V@istruzione.it,Non Disponibile,www.icvirgilioroma.gov.it,NO
202425,CENTRO,LAZIO,VITERBO,VTIC82200V,I.C. MONACI SORIANO NEL CIMINO,VTAA82203T,SC. INFANZ. BASSANO IN TEVERINA,VIALE C. BATTISTI,01030,A706,BASSANO IN TEVERINA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,VTIC82200V@istruzione.it,Non Disponibile,www.icsorianonelcimino.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8G900L,MONTESSORI - M. C. PINI,RMAA8G901D,VII C.D. MONTESSORI-M.C. PINI,VIA DI SANTA MARIA GORETTI 41,00199,H501,ROMA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.poppeasabina.weebly.com,NO
202425,CENTRO,LAZIO,ROMA,RMIC87300N,MANZIANA - VIA PISA 21,RMIC87300N,MANZIANA - VIA PISA 21,VIA PISA 21,00066,E900,MANZIANA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,RMIC87300N@istruzione.it,rmic87300n@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC86000R,I.C. 3^ FROSINONE,FRAA86002P,FROSINONE VIALE MATTEOTTI,VIALE MATTEOTTI,03100,D810,FROSINONE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,FRIC86000R@istruzione.it,Non Disponibile,Non Disponibile,NO
202425,CENTRO,LAZIO,ROMA,RMIC83000Q,GIUSEPPE MONTEZEMOLO,RMMM83001R,MONTEZEMOLO,VIA A. DI BONAIUTO 16,00142,H501,ROMA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC83000Q@istruzione.it,Non Disponibile,www.icmontezemolo.gov.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC855009,I. C. 3 CASSINO,FRAA855027,SAN SILVESTRO - MONTECIFALCO,VIA MONTECIFALCO,03043,C034,CASSINO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,FRIC855009@istruzione.it,Non Disponibile,wwwcomprensivocassino3.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8EF00X,IC P.ZZA CAPRI,RMEE8EF034,VIA VALLE SCRIVIA,VIA VALLE SCRIVIA,00141,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8EF00X@istruzione.it,Non Disponibile,www.icpiazzacapri.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8G200T,IC VIA ORMEA,RMMM8G201V,GIUSEPPE VERDI,VIA ORMEA 6,00166,H501,ROMA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC8G200T@istruzione.it,Non Disponibile,www.icviaormea.gov.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC80300L,I.C. ESPERIA,FRAA80305N,AUSONIA CAPOMAZZA,VIA UMBERTO I,03040,A502,AUSONIA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,FRIC80300L@istruzione.it,Non Disponibile,www.icesperia.it,NO
202425,CENTRO,LAZIO,VITERBO,VTIC804009,PAOLO III CANINO,VTAA804049,PIANSANO,VIA MATERNUM 1-A,01010,G571,PIANSANO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,VTIC804009@istruzione.it,Non Disponibile,www.icpaoloterzo.edu.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC82300T,I. C. AQUINO,FRAA82304T,CASTROCIELO CAPOLUOGO,PIAZZA SAN ROCCO,03030,C340,CASTROCIELO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,FRIC82300T@istruzione.it,Non Disponibile,www.istitutocomprensivoaquino.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8BH00Q,"LANUVIO ""MARIANNA DIONIGI""",RMMM8BH01R,NEMI - P.ZZA ROMA 1,PIAZZA ROMA 1,00074,F865,NEMI,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC8BH00Q@istruzione.it,Non Disponibile,WWW.ICDIONIGI.EDU.IT,NO
202425,CENTRO,LAZIO,ROMA,RMIC8DA006,IC ARDEA II,RMEE8DA029,CAMPO DI CARNE 2,VIA CAMPO DI CARNE S.N.C,00040,M213,ARDEA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8DA006@istruzione.it,Non Disponibile,WWW.ICARDEA2.IT,NO
202425,CENTRO,LAZIO,ROMA,RMIC8D500D,I.C. VELLETRI NORD,RMAA8D502B,TEVOLA,C.DA TEVOLA,00049,L719,VELLETRI,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8D500D@istruzione.it,Non Disponibile,WWW.IC_VELLETRINORD.GOV.IT,NO
202425,CENTRO,LAZIO,ROMA,RMIC8EQ00G,"IC ""ENNIO MORRICONE""",RMIC8EQ00G,"IC ""ENNIO MORRICONE""",VIA BELFORTE DEL CHIENTI 24,00156,H501,ROMA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,RMIC8EQ00G@istruzione.it,rmic8eq00g@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,ROMA,RMIC8BU00G,GROTTAFERRATA-SAN NILO,RMAA8BU02D,G.RODARI,VIALE I MAGGIO,00046,E204,GROTTAFERRATA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8BU00G@istruzione.it,Non Disponibile,wwwicsannilo.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8AL00A,ISTITUTO COMPRENSIVO - VICOVARO,RMAA8AL039,MANDELA - SCUOLA INFANZIA,VIA Q. ORAZIO FLACCO 4 / B,00020,B632,MANDELA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8AL00A@istruzione.it,Non Disponibile,icsvicovaro.gov.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC82200N,I.C. GIOVANNI PASCOLI,LTIC82200N,I.C. GIOVANNI PASCOLI,VIA DELLE PALME 13/15,04011,A341,APRILIA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,LTIC82200N@istruzione.it,ltic82200n@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,ROMA,RMIC8DZ00R,IC SUBIACO,RMAA8DZ04R,AGOSTA,PIAZZA SAN NICOLA,00020,A084,AGOSTA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8DZ00R@istruzione.it,Non Disponibile,https//icsubiaco.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8FG00A,IC VIA SANTI SAVARINO,RMMM8FG01B,SMS VIA R. GIGLIOZZI,Non Disponibile,Non Disponibile,H501,ROMA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC8FG00A@istruzione.it,Non Disponibile,http//www.icviasantisavarino.gov.it/,NO
202425,CENTRO,LAZIO,ROMA,RMIC820005,GIOVANNI PALOMBINI,RMEE820028,E. SALGARI,VIA PALOMBINI 39,00156,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC820005@istruzione.it,Non Disponibile,www.icscuolapalombini.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8CK00B,"IC ""VIA F. LAPARELLI 60""",RMAA8CK018,DON GIOACCHINO REY,VIA SESTIO MENAS 125,00175,H501,ROMA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8CK00B@istruzione.it,Non Disponibile,www.icvialaparelli.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC870006,I.C. PIERO ANGELA,RMIC870006,I.C. PIERO ANGELA,VIA UMBERTO I 15,00060,C784,CIVITELLA SAN PAOLO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,RMIC870006@istruzione.it,rmic870006@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,ROMA,RMIC8CC007,"IC ""ARTEMISIA GENTILESCHI""",RMAA8CC025,RENZO PEZZANI,P.ZZA DEI MIRTI 31,00172,H501,ROMA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8CC007@istruzione.it,Non Disponibile,icartemisiagentileschi.edu.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC854005,I.C. ANTONIO SEBASTIANI,LTMM854027,SPIGNO SS. SEBASTIANO MINTURNO,PIAZZA DANTE,04020,I902,SPIGNO SATURNIA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,LTIC854005@istruzione.it,Non Disponibile,www.istitutocomprensivominturno1.it,NO
202425,CENTRO,LAZIO,RIETI,RIIC828005,IC ALDA MERINI,RIAA828012,G. RODARI,VIA RENZO DE FELICE,02100,H282,RIETI,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RIIC828005@istruzione.it,Non Disponibile,www.icaldamerini.edu.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC82900C,I.C. MARIA MONTESSORI,LTAA829019,DELIBERA,VIA GIACOMO BALLA SNC,04019,L120,TERRACINA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,LTIC82900C@istruzione.it,Non Disponibile,www.icmontessoriterracina.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8F8006,I.C. VELLETRI SUD-OVEST,RMAA8F8024,PIO E AUGUSTO MORETTI,VIA APPIA ANTICA 48,00049,L719,VELLETRI,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8F8006@istruzione.it,Non Disponibile,www.icvelletrisudovest.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8E100R,VIA ARETUSA,RMEE8E102X,MASSIMO TROISI,VIA ARETUSA 5,00155,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8E100R@istruzione.it,Non Disponibile,www.icaretusa.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8GT00N,I.C. VIA TRIONFALE,RMEE8GT03T,VIA TAVERNA,VIA TAVERNA95,00135,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8GT00N@istruzione.it,Non Disponibile,www.icviatrionfale.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8DY001,"IC ""CARAVAGGIO""",RMAA8DY052,LADISPOLI III - VIA LAZIO,VIA LAZIO 45,00055,M212,LADISPOLI,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8DY001@istruzione.it,Non Disponibile,www.isitutocomprensivoladispoli3.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8FT003,"""GIANICOLO""",RMAA8FT01X,"SCUOLA INFANZIA STAT.""F.CRISPI""",VIA ANTON GIULIO BARRILI13,00152,H501,ROMA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8FT003@istruzione.it,Non Disponibile,www.iclargooriani.gov.it,NO
202425,CENTRO,LAZIO,RIETI,RIIC823002,ANTONIO MALFATTI - CONTIGLIANO,RIMM823024,GRECCIO,VIA LIMITI NORD 15,02040,E160,GRECCIO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RIIC823002@istruzione.it,Non Disponibile,www.ic-scuole-contigliano.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8ED008,IC PIAGET-MAJORANA,RMIC8ED008,IC PIAGET-MAJORANA,PIAZZA MINUCCIANO 33,00139,H501,ROMA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,RMIC8ED008@istruzione.it,rmic8ed008@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,VITERBO,VTIC81600G,IST.COMPR. XXV APRILE,VTIC81600G,IST.COMPR. XXV APRILE,VIALE A. GRAMSCI 2.4.6,01033,C765,CIVITA CASTELLANA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,VTIC81600G@istruzione.it,vtic81600g@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,LATINA,LTIC853009,I.C. MILANI,LTAA853027,VIA COVINO,VIA COVINO,04022,D662,FONDI,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,LTIC853009@istruzione.it,Non Disponibile,icmilanifondi.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC82800L,I.C. ALFREDO FIORINI,LTEE82803R,LA FIORA,CONTRADA LA FIORA,04019,L120,TERRACINA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,LTIC82800L@istruzione.it,Non Disponibile,WWW.ICALFREDOFIORINI@GOV.IT,NO
202425,CENTRO,LAZIO,ROMA,RMIC8AY002,IST.COMPR.ALBANO LOC. CECCHINA,RMEE8AY014,ALBANO - CECCHINA,VIA STAZIONE,00041,A132,ALBANO LAZIALE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8AY002@istruzione.it,Non Disponibile,www.icalbanocecchina.eu,NO
202425,CENTRO,LAZIO,LATINA,LTIC82900C,I.C. MARIA MONTESSORI,LTEE82903L,ELISABETTA FIORINI,VIA ROMA 117,04019,L120,TERRACINA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,LTIC82900C@istruzione.it,Non Disponibile,www.icmontessoriterracina.it,NO
202425,CENTRO,LAZIO,RIETI,RIIC80800X,FORUM NOVUM - TORRI IN SABINA,RIAA808062,FRAZ GAVIGNANO,VIA POGGIO MIRTETO SNC,02040,D689,FORANO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RIIC80800X@istruzione.it,Non Disponibile,www.icforumnovum.gov.it,NO
202425,CENTRO,LAZIO,VITERBO,VTIC804009,PAOLO III CANINO,VTAA804038,SCUOLA INFANZIA CELLERE,VIA EUROPA S.N.C.,01010,C447,CELLERE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,VTIC804009@istruzione.it,Non Disponibile,www.icpaoloterzo.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC817009,VIA GUICCIARDINI 8,RMEE81701B,BONGHI,VIA GUICCIARDINI 8,00184,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC817009@istruzione.it,Non Disponibile,icguicciardini.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC82000A,ISTITUTO OMNICOMPRENSIVO ALVITO,FREE82001C,ALVITO CAPOLUOGO,PIAZZA UMBERTO I,03041,A244,ALVITO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,FRIC82000A@istruzione.it,Non Disponibile,WWW.istitutotcomprensivoalvito.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC86000R,I.C. 3^ FROSINONE,FRMM86001T,S.M. 3^ I.C. FROSINONE,VIA FOSSE ARDEATINE 14,03100,D810,FROSINONE,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,FRIC86000R@istruzione.it,Non Disponibile,www.comprensivofrosinone3.gov.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC81300V,I.C.VITRUVIO POLLIONE,LTAA81302R,"INFANZIA ""IL PICCOLO PRINCIPE""",VIA SAN ROCCOSNC,04023,D708,FORMIA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,LTIC81300V@istruzione.it,Non Disponibile,www.icpollione.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC82200N,I.C. GIOVANNI PASCOLI,LTAA82202G,SCUOLA INFANZIA - VIA DEI BERSAGLIERI,VIA DEI BERSAGLIERI,04011,A341,APRILIA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,LTIC82200N@istruzione.it,Non Disponibile,www.icpascoliaprilia.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8F000G,I.C. VIA CRIVELLI,RMEE8F001N,LOLA DI STEFANO,VIA CRIVELLI 24,00151,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8F000G@istruzione.it,Non Disponibile,http//icviacrivelli.edu.it/,NO
202425,CENTRO,LAZIO,ROMA,RMIC87300N,MANZIANA - VIA PISA 21,RMEE87301Q,MANZIANA - GIANNI RODARI,VIA PISA 21,00066,E900,MANZIANA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC87300N@istruzione.it,Non Disponibile,wwwcomprensivomanziana.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC82900G,I.C. CARLO ALBERTO DALLA CHIESA,RMMM82901L,DALLA CHIESA,VIA MARIO RIGAMONTI 10,00142,H501,ROMA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC82900G@istruzione.it,Non Disponibile,www.icsdallachiesa.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8AP00T,D. CAMBELLOTTI - SEDE CENTRALE,RMEE8AP021,D. CAMBELLOTTI - PRIMARIA C.F.,VIA MICHELE LEGA,00040,H432,ROCCA PRIORA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8AP00T@istruzione.it,Non Disponibile,WWW.ICROCCAPRIORA.GOV.IT,NO
202425,CENTRO,LAZIO,ROMA,RMMM672004,CPIA 3,RMEE72003C,SEZIONE CUSTODIA PREVENTIVA CASAL DEL,VIA BARELLAI 140,00167,H501,ROMA,SPEC. PER CARCERARI,SCUOLA PRIMARIA,NO,Non Disponibile,RMMM672004@istruzione.it,Non Disponibile,Non Disponibile,NO
202425,CENTRO,LAZIO,LATINA,LTIC853009,I.C. MILANI,LTAA853038,GIANNI RODARI,VIA DELLA STAZIONE,04022,D662,FONDI,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,LTIC853009@istruzione.it,Non Disponibile,icmilanifondi.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC847002,I.C. CENA,LTAA84701V,VIA XVIII DICEMBRE,VIA XVIII DICEMBRE,04100,E472,LATINA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,LTIC847002@istruzione.it,Non Disponibile,www.scuolacenalt.eu,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC82300T,I. C. AQUINO,FREE823021,SCUOLA PRIMARIA CAPOLUOGO,PIAZZA SAN ROCCO,03030,C340,CASTROCIELO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,FRIC82300T@istruzione.it,Non Disponibile,www.istitutocomprensivoaquino.gov.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC83100R,I. C. CEPRANO,FREE83101V,"CEPRANO ""GIOVANNI COLASANTI""",VIA ALFIERI N. 78,03024,C479,CEPRANO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,FRIC83100R@istruzione.it,Non Disponibile,www.comprensivoceprano.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8BQ008,CHIODI DIONIGIO ROMEO,RMAA8BQ015,VIA APPIANO,VIA APPIANO 15,00136,H501,ROMA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8BQ008@istruzione.it,Non Disponibile,www.ic-chiodi.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8CK00B,"IC ""VIA F. LAPARELLI 60""",RMIC8CK00B,"IC ""VIA F. LAPARELLI 60""",VIA F. LAPARELLI 60,00176,H501,ROMA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,RMIC8CK00B@istruzione.it,rmic8ck00b@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,ROMA,RMIC8DF009,I.C. ANZIO II,RMMM8DF01A,SMS VIA G.MARCONI,VIA VESPUCCI,00042,A323,ANZIO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC8DF009@istruzione.it,Non Disponibile,www.istitutocomprensivoanzio2.gov.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC80300L,I.C. ESPERIA,FRMM80302P,"S.M. ""CALENZIO"" AUSONIA",C.DA MARTINI,03040,A502,AUSONIA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,FRIC80300L@istruzione.it,Non Disponibile,www.icesperia.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8BU00G,GROTTAFERRATA-SAN NILO,RMEE8BU02P,GROTTAFERRATA-ROSA DI FEO,VIA G. QUATTRUCCI,00046,E204,GROTTAFERRATA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8BU00G@istruzione.it,Non Disponibile,www.icsannilo.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8EF00X,IC P.ZZA CAPRI,RMEE8EF023,VIA MONTE SENARIO,VIA MONTE SENARIO,00141,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8EF00X@istruzione.it,Non Disponibile,www.icpiazzacapri.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8BH00Q,"LANUVIO ""MARIANNA DIONIGI""",RMAA8BH04Q,LANUVIO - VILLAGGIO BELLAVISTA,VIA NETTUNENSE KM. 9200,00040,C767,LANUVIO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,WWW.ICDIONIGI.EDU.IT,NO
202425,CENTRO,LAZIO,VITERBO,VTIC82200V,I.C. MONACI SORIANO NEL CIMINO,VTEE822033,BASSANO IN TEVERINA,VIA C.BATTISTI 78,01030,A706,BASSANO IN TEVERINA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,VTIC82200V@istruzione.it,Non Disponibile,www.icsorianonelcimino.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8EP00Q,IC GIOVANNI FALCONE,RMAA8EP01L,VIALE ROUSSEAU,VIALE ROUSSEAU,00137,H501,ROMA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8EP00Q@istruzione.it,Non Disponibile,icgiovannifalconeroma.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC89900T,IC ALBERTO MANZI-GUIDONIA,RMAA89904T,INFANZIA MONTECELIO,VIA TULLIO SPERANDIO SNC,00012,E263,GUIDONIA MONTECELIO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivoalbertomanzi.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8FG00A,IC VIA SANTI SAVARINO,RMEE8FG02D,ROSALBA CARRIERA,VIA CONSOLE 80,00128,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8FG00A@istruzione.it,Non Disponibile,http//www.icviasantisavarino.gov.it/,NO
202425,CENTRO,LAZIO,ROMA,RMIC820005,GIOVANNI PALOMBINI,RMAA820056,VIA LIBERATO PALENCO,VIA LIBERATO PALENCO 61,00156,H501,ROMA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC820005@istruzione.it,Non Disponibile,www.icscuolapalombini.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC841006,I.C.GIOVANNI PAOLO II,RMEE841029,VIA CATRANI,VIA CATRANI 55,00126,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC841006@istruzione.it,Non Disponibile,wwwicgiovannipaoloii.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8EE004,IC VIA VAL MAGGIA,RMMM8EE015,SMS CESARE PIVA,VIA VAL DI LANZO187,00141,H501,ROMA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC8EE004@istruzione.it,Non Disponibile,www.icvalmaggia.gov.it,NO
202425,CENTRO,LAZIO,VITERBO,VTIC81600G,IST.COMPR. XXV APRILE,VTEE81607X,GIANNI RODARI,VIA SALVATORE ALLENDE S.N.C.,01033,C765,CIVITA CASTELLANA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,VTIC81600G@istruzione.it,Non Disponibile,www.ic25aprile.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8E100R,VIA ARETUSA,RMAA8E103Q,MASSIMO TROISI,VIA ARETUSA 5,00155,H501,ROMA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8E100R@istruzione.it,Non Disponibile,WWW.ICARETUSA.GOV.IT,NO
202425,CENTRO,LAZIO,ROMA,RMIC8AX006,"""ANTONIO GRAMSCI""",RMEE8AX018,ALBANO - CANCELLIERA,VIA PANTANELLE,00040,A132,ALBANO LAZIALE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8AX006@istruzione.it,Non Disponibile,www.icalbanopavona.gov.it,NO
